sample	TotalLength_cm	TotalProjArea_cm2	TotSurfArea_cm2	Exp	Treatment	Syncom
NB50-1000	0.3946	0.8467	0.5419	Exp4	50uM-1000uM	NB
NB50-1000	0.4492	0.8128	0.6435	Exp4	50uM-1000uM	NB
NB50-1000	0.612	1.1515	0.6943	Exp4	50uM-1000uM	NB
NB50-1000	0.6171	0.9652	0.7959	Exp4	50uM-1000uM	NB
NB50-1000	0.4885	0.6943	0.9652	Exp4	50uM-1000uM	NB
NB50-1000	1.0311	1.1345	1.016	Exp4	50uM-1000uM	NB
NB50-1000	0.9771	1.0668	1.2192	Exp4	50uM-1000uM	NB
NB50-1000	0.4249	0.8467	0.6435	Exp4	50uM-1000uM	NB
NB50-1000	0.3094	0.6265	0.5757	Exp4	50uM-1000uM	NB
NB50-1000	0.4799	0.8636	0.7451	Exp4	50uM-1000uM	NB
NB50-1000	1.0447	0.9821	1.4393	Exp4	50uM-1000uM	NB
NB50-1000	0.3804	0.7112	0.6604	Exp4	50uM-1000uM	NB
NB50-1000	0.7633	0.762	1.3039	Exp4	50uM-1000uM	NB
NB50-1000	1.1609	1.0668	1.3377	Exp4	50uM-1000uM	NB
NB50-1000	0.275	0.5588	0.7451	Exp4	50uM-1000uM	NB
NB50-1000	1.1756	1.2361	1.1684	Exp4	50uM-1000uM	NB
NB50-1000	0.8604	0.9652	1.3039	Exp4	50uM-1000uM	NB
NB50-1000	1.1685	1.1176	1.1684	Exp4	50uM-1000uM	NB
NB50-1000	0.8521	0.9821	1.1345	Exp4	50uM-1000uM	NB
NB50-1000	0.2406	0.6265	0.4911	Exp4	50uM-1000uM	NB
NB50-1000	0.3878	0.6773	0.7281	Exp4	50uM-1000uM	NB
NB50-1000	0.5905	0.8975	0.8297	Exp4	50uM-1000uM	NB
NB50-1000	0.7006	1.0499	0.8636	Exp4	50uM-1000uM	NB
NB50-1000	0.6772	0.9821	0.8636	Exp4	50uM-1000uM	NB
NB50-1000	0.2314	0.5419	0.5249	Exp4	50uM-1000uM	NB
NB50-1000	0.4053	0.9483	0.5927	Exp4	50uM-1000uM	NB
NB50-1000	0.7864	1.2869	0.762	Exp4	50uM-1000uM	NB
NB50-1000	0.5543	0.8975	0.8467	Exp4	50uM-1000uM	NB
