Gene,group,value
AT5G38540,NB_50Pi,0.264794162639915
AT5G38550,NB_50Pi,0.169784232191219
AT5G40010,NB_50Pi,0.584597179761484
AT5G41610,NB_50Pi,0.4098852009397
AT5G42980,NB_50Pi,0.289373191040025
AT5G43330,NB_50Pi,-0.405181215493616
AT5G43450,NB_50Pi,0.470826837537038
AT5G45380,NB_50Pi,-1.03297750230019
AT5G47110,NB_50Pi,-0.591797083948407
AT5G47220,NB_50Pi,0.42351582324831
AT5G47740,NB_50Pi,0.621496897272864
AT5G51440,NB_50Pi,0.206123540978174
AT5G51870,NB_50Pi,0.184532691198877
AT5G52640,NB_50Pi,-0.258742974672506
AT5G53120,NB_50Pi,0.0521094016036691
AT5G58940,NB_50Pi,0.369982890176814
AT5G62480,NB_50Pi,0.432588652764325
AT5G64810,NB_50Pi,0.0997706585534691
AT5G65140,NB_50Pi,0.00556933830831936
AT5G65380,NB_50Pi,-0.547796657433167
