Plate1_A1,Plate1_A2,Plate1_A4,Plate1_A8,Plate1_A9,Plate1_B1,Plate1_B12,Plate1_B2,Plate1_B3,Plate1_B4,Plate1_B6,Plate1_B8,Plate1_B9,Plate1_C10,Plate1_C11,Plate1_C12,Plate1_C2,Plate1_C3,Plate1_C4,Plate1_C9,Plate1_D11,Plate1_D2,Plate1_D3,Plate1_D5,Plate1_D6,Plate1_E10,Plate1_E3,Plate1_E4,Plate1_E6,Plate1_F3,Plate1_G1,Plate1_G11,Plate1_G12,Plate1_G3,Plate1_G5,Plate1_H1,Plate1_H3,Plate1_H7,Plate2_A1,Plate2_A10,Plate2_A4,Plate2_B1,Plate2_B5,Plate2_B7,Plate2_C1,Plate2_C11,Plate2_C2,Plate2_C4,Plate2_D10,Plate2_D2,Plate2_D8,Plate2_E12,Plate2_E7,Plate2_F10,Plate2_F11,Plate2_F7,Plate2_G12,Plate2_G3,Plate2_H1,Plate2_H5,Plate2_H6,Plate3_A2,Plate3_A3,Plate3_C1,Plate3_E2,Plate3_E3,Plate3_F1,Plate3_G2,Plate3_G4,Plate3_H2
Plate2_D10,0.772333333333333,0.88,0.716666666666667,0.943333333333333,0.978333333333333,0.728333333333333,0.639,0.683666666666667,0.899666666666667,0.666333333333333,0.891,0.842333333333333,0.565,0.845,0.723666666666667,0.630333333333333,0.921666666666667,0.694666666666667,0.858,0.662,0.926,0.897333333333333,0.799333333333333,0.917333333333333,0.799333333333333,0.928666666666667,0.636666666666667,0.814333333333333,0.752333333333333,0.672333333333333,0.902333333333333,0.664333333333333,0.871333333333333,0.785,0.680666666666667,0.788333333333333,0.897,0.605666666666667,0.766333333333333,0.692,0.660666666666667,0.940333333333333,0.574666666666667,0.631333333333333,0.663666666666667,0.920666666666667,0.540333333333333,0.697666666666667,0,0.553,0.619333333333333,0.661666666666667,0.681,0.763333333333333,0.707,0.685666666666667,0.914,0.910666666666667,0.813333333333333,0.915333333333333,0.889666666666667,0.592666666666667,0.607,0.659333333333333,0.863333333333333,0.629666666666667,0.906,0.606,0.805,0.893
Plate2_D2,0.722666666666667,0.868,0.740666666666667,0.971666666666667,0.988666666666667,0.604666666666667,0.517,0.637666666666667,0.921333333333333,0.602,0.915333333333333,0.867333333333333,0.522333333333333,0.850666666666667,0.765,0.580666666666667,0.927666666666667,0.542,0.886666666666667,0.537,0.938333333333333,0.917333333333333,0.784666666666667,0.935,0.741666666666667,0.919333333333333,0.632,0.796666666666667,0.699333333333333,0.538666666666667,0.885333333333333,0.621666666666667,0.833,0.758,0.683333333333333,0.685666666666667,0.865666666666667,0.645666666666667,0.689666666666667,0.545666666666667,0.575,0.953666666666667,0.477333333333333,0.533333333333333,0.604333333333333,0.959,0.507666666666667,0.569333333333333,0.553,0,0.570666666666667,0.535666666666667,0.573333333333333,0.762,0.678333333333333,0.680333333333333,0.943666666666667,0.936666666666667,0.753,0.921,0.891,0.529333333333333,0.521333333333333,0.676,0.858,0.556333333333333,0.911666666666667,0.650666666666667,0.804,0.885666666666667
Plate2_D8,0.796666666666667,0.835666666666667,0.750333333333333,0.899,0.966,0.714333333333333,0.657333333333333,0.721333333333333,0.889,0.731333333333333,0.88,0.857666666666667,0.649666666666667,0.836333333333333,0.779666666666667,0.686333333333333,0.920333333333333,0.679333333333333,0.853,0.677666666666667,0.928666666666667,0.893333333333333,0.806,0.922333333333333,0.802666666666667,0.916666666666667,0.703333333333333,0.810333333333333,0.692,0.657333333333333,0.904,0.693666666666667,0.859333333333333,0.798,0.662,0.743666666666667,0.900333333333333,0.731,0.755666666666667,0.683666666666667,0.662,0.937666666666667,0.638333333333333,0.672,0.718,0.936333333333333,0.642666666666667,0.721333333333333,0.619333333333333,0.570666666666667,0,0.658666666666667,0.729333333333333,0.768,0.724666666666667,0.703,0.909666666666667,0.865,0.784666666666667,0.9,0.883333333333333,0.665,0.676333333333333,0.737,0.833,0.672333333333333,0.911333333333333,0.717666666666667,0.789333333333333,0.902
Plate2_E12,0.696333333333333,0.864666666666667,0.728666666666667,0.953333333333333,0.981666666666667,0.666333333333333,0.58,0.633333333333333,0.902,0.648666666666667,0.892666666666667,0.848,0.551333333333333,0.805,0.819333333333333,0.548333333333333,0.935666666666667,0.505,0.849,0.551666666666667,0.948666666666667,0.911333333333333,0.766666666666667,0.931333333333333,0.769666666666667,0.945333333333333,0.630666666666667,0.764,0.713,0.595666666666667,0.863,0.586,0.833,0.750333333333333,0.658666666666667,0.702333333333333,0.828,0.718333333333333,0.666333333333333,0.652,0.480333333333333,0.929333333333333,0.506666666666667,0.526666666666667,0.640333333333333,0.942666666666667,0.534333333333333,0.634,0.661666666666667,0.535666666666667,0.658666666666667,0,0.66,0.812,0.633,0.654666666666667,0.915333333333333,0.909333333333333,0.779333333333333,0.890666666666667,0.851666666666667,0.625666666666667,0.570666666666667,0.711,0.846666666666667,0.627666666666667,0.878666666666667,0.684333333333333,0.797,0.858333333333333
Plate2_E7,0.731333333333333,0.912,0.727,0.977333333333333,0.989,0.64,0.529333333333333,0.690333333333333,0.926,0.461333333333333,0.919666666666667,0.906333333333333,0.531,0.866,0.743,0.634,0.951666666666667,0.563,0.926666666666667,0.546666666666667,0.953666666666667,0.927,0.829,0.952,0.692,0.936666666666667,0.790333333333333,0.855,0.817333333333333,0.488333333333333,0.930333333333333,0.677,0.91,0.692666666666667,0.813333333333333,0.634,0.93,0.642,0.683333333333333,0.488,0.712666666666667,0.952333333333333,0.521,0.615,0.485666666666667,0.963,0.530666666666667,0.466,0.681,0.573333333333333,0.729333333333333,0.66,0,0.873,0.773333333333333,0.782333333333333,0.957,0.948666666666667,0.743333333333333,0.928333333333333,0.931666666666667,0.486,0.524666666666667,0.696666666666667,0.889666666666667,0.399333333333333,0.927666666666667,0.666333333333333,0.888333333333333,0.924666666666667
Plate2_F10,0.901,0.827,0.858666666666667,0.938,0.960666666666667,0.857333333333333,0.822,0.845666666666667,0.924333333333333,0.854666666666667,0.904333333333333,0.898666666666667,0.827666666666667,0.878666666666667,0.866,0.793666666666667,0.913,0.815666666666667,0.868,0.82,0.920666666666667,0.905,0.879666666666667,0.929666666666667,0.876,0.913333333333333,0.790333333333333,0.835666666666667,0.834333333333333,0.831666666666667,0.919333333333333,0.817,0.887,0.820333333333333,0.650333333333333,0.791,0.917666666666667,0.871666666666667,0.857666666666667,0.870333333333333,0.789666666666667,0.950333333333333,0.826333333333333,0.843,0.864666666666667,0.949666666666667,0.792666666666667,0.844333333333333,0.763333333333333,0.762,0.768,0.812,0.873,0,0.830333333333333,0.778,0.913333333333333,0.922333333333333,0.867666666666667,0.913,0.911,0.853,0.847,0.83,0.854,0.853333333333333,0.939,0.793333333333333,0.851333333333333,0.916666666666667
Plate2_F11,0.767333333333333,0.899333333333333,0.698,0.927,0.969333333333333,0.749,0.655666666666667,0.679,0.877666666666667,0.767,0.864666666666667,0.836666666666667,0.693666666666667,0.808666666666667,0.858333333333333,0.719,0.921,0.668333333333333,0.759,0.690333333333333,0.944333333333333,0.882,0.780333333333333,0.907333333333333,0.839333333333333,0.957333333333333,0.686666666666667,0.858,0.755333333333333,0.704666666666667,0.84,0.637,0.845666666666667,0.840666666666667,0.571,0.736666666666667,0.848666666666667,0.773333333333333,0.768,0.727666666666667,0.692333333333333,0.901333333333333,0.651,0.683666666666667,0.748333333333333,0.92,0.638,0.779,0.707,0.678333333333333,0.724666666666667,0.633,0.773333333333333,0.830333333333333,0,0.559,0.871,0.882,0.832,0.864666666666667,0.838666666666667,0.733333333333333,0.729,0.797,0.900333333333333,0.735333333333333,0.84,0.821,0.747,0.847
Plate2_F7,0.741333333333333,0.900666666666667,0.721666666666667,0.919,0.961666666666667,0.756,0.654333333333333,0.697666666666667,0.848666666666667,0.762666666666667,0.858,0.854333333333333,0.731,0.794,0.853,0.718,0.919,0.681333333333333,0.800666666666667,0.722666666666667,0.941,0.866333333333333,0.772666666666667,0.913666666666667,0.846,0.957,0.680666666666667,0.823333333333333,0.789666666666667,0.731666666666667,0.859,0.647333333333333,0.84,0.843,0.581666666666667,0.793,0.864,0.785333333333333,0.762666666666667,0.759666666666667,0.710333333333333,0.869,0.716,0.690666666666667,0.754333333333333,0.888,0.654666666666667,0.766,0.685666666666667,0.680333333333333,0.703,0.654666666666667,0.782333333333333,0.778,0.559,0,0.868,0.865,0.839666666666667,0.78,0.860666666666667,0.748,0.740666666666667,0.780333333333333,0.895,0.752,0.846333333333333,0.789666666666667,0.762666666666667,0.853333333333333
Plate2_G12,0.899666666666667,0.955,0.864,0.692666666666667,0.907,0.934333333333333,0.938333333333333,0.883333333333333,0.646666666666667,0.947333333333333,0.675,0.697,0.938333333333333,0.723666666666667,0.921,0.920666666666667,0.728,0.924,0.625333333333333,0.920333333333333,0.944333333333333,0.594666666666667,0.723333333333333,0.634,0.961333333333333,0.978,0.901666666666667,0.921,0.923,0.924,0.531333333333333,0.873666666666667,0.667666666666667,0.950666666666667,0.860333333333333,0.925666666666667,0.649333333333333,0.918666666666667,0.950666666666667,0.946666666666667,0.925333333333333,0.578,0.942333333333333,0.887333333333333,0.936,0.608666666666667,0.938333333333333,0.956333333333333,0.914,0.943666666666667,0.909666666666667,0.915333333333333,0.957,0.913333333333333,0.871,0.868,0,0.671666666666667,0.95,0.535333333333333,0.574333333333333,0.949666666666667,0.945333333333333,0.946666666666667,0.954,0.951,0.498,0.947,0.640333333333333,0.557
Plate2_G3,0.910333333333333,0.955,0.882666666666667,0.702666666666667,0.906333333333333,0.935,0.923,0.868666666666667,0.708333333333333,0.926666666666667,0.734,0.678333333333333,0.919333333333333,0.756333333333333,0.901,0.925,0.807333333333333,0.918666666666667,0.686,0.907666666666667,0.934,0.705666666666667,0.752333333333333,0.753333333333333,0.965666666666667,0.983333333333333,0.883,0.914666666666667,0.938,0.918333333333333,0.637333333333333,0.867666666666667,0.668333333333333,0.934333333333333,0.862,0.932,0.66,0.911666666666667,0.941333333333333,0.937333333333333,0.919333333333333,0.69,0.927,0.884,0.938666666666667,0.682,0.919333333333333,0.939,0.910666666666667,0.936666666666667,0.865,0.909333333333333,0.948666666666667,0.922333333333333,0.882,0.865,0.671666666666667,0,0.944,0.655333333333333,0.664,0.943,0.936666666666667,0.933666666666667,0.965666666666667,0.929333333333333,0.658333333333333,0.928666666666667,0.729333333333333,0.648666666666667
Plate2_H1,0.865,0.728333333333333,0.816,0.948333333333333,0.937333333333333,0.702,0.722,0.797,0.944666666666667,0.781,0.908333333333333,0.924333333333333,0.778,0.886333333333333,0.841666666666667,0.831333333333333,0.911333333333333,0.756666666666667,0.915,0.747333333333333,0.889333333333333,0.920666666666667,0.913333333333333,0.930333333333333,0.664666666666667,0.888666666666667,0.799666666666667,0.823666666666667,0.82,0.721,0.953333333333333,0.821,0.908333333333333,0.834333333333333,0.838333333333333,0.756666666666667,0.941,0.794666666666667,0.664333333333333,0.736666666666667,0.791333333333333,0.968333333333333,0.775,0.794333333333333,0.794,0.964666666666667,0.77,0.73,0.813333333333333,0.753,0.784666666666667,0.779333333333333,0.743333333333333,0.867666666666667,0.832,0.839666666666667,0.95,0.944,0,0.954333333333333,0.938666666666667,0.749666666666667,0.752666666666667,0.724333333333333,0.883,0.743666666666667,0.962333333333333,0.836,0.915666666666667,0.950666666666667
Plate2_H5,0.868666666666667,0.966666666666667,0.869,0.691333333333333,0.913666666666667,0.905,0.910666666666667,0.848333333333333,0.597666666666667,0.908666666666667,0.658,0.676,0.922,0.691666666666667,0.916666666666667,0.905,0.749666666666667,0.901333333333333,0.602666666666667,0.909333333333333,0.961,0.619333333333333,0.673,0.646333333333333,0.952666666666667,0.987,0.887666666666667,0.913333333333333,0.929,0.907,0.517666666666667,0.842333333333333,0.633333333333333,0.917333333333333,0.844333333333333,0.93,0.605,0.922,0.911666666666667,0.929666666666667,0.909,0.524666666666667,0.912666666666667,0.869333333333333,0.91,0.570333333333333,0.907666666666667,0.927333333333333,0.915333333333333,0.921,0.9,0.890666666666667,0.928333333333333,0.913,0.864666666666667,0.78,0.535333333333333,0.655333333333333,0.954333333333333,0,0.578333333333333,0.931,0.932,0.924,0.975333333333333,0.931333333333333,0.458,0.92,0.661333333333333,0.518
Plate2_H6,0.902666666666667,0.958,0.879333333333333,0.709666666666667,0.923666666666667,0.908333333333333,0.903,0.848666666666667,0.696666666666667,0.899666666666667,0.692333333333333,0.632666666666667,0.884333333333333,0.727666666666667,0.901666666666667,0.871666666666667,0.764333333333333,0.885666666666667,0.625666666666667,0.890666666666667,0.959,0.646333333333333,0.704666666666667,0.666666666666667,0.950666666666667,0.975333333333333,0.858666666666667,0.910333333333333,0.896,0.895,0.527,0.839333333333333,0.629666666666667,0.905,0.831666666666667,0.91,0.591333333333333,0.893666666666667,0.923333333333333,0.926,0.865666666666667,0.626,0.896666666666667,0.847,0.913,0.619333333333333,0.897,0.924333333333333,0.889666666666667,0.891,0.883333333333333,0.851666666666667,0.931666666666667,0.911,0.838666666666667,0.860666666666667,0.574333333333333,0.664,0.938666666666667,0.578333333333333,0,0.902666666666667,0.913666666666667,0.914333333333333,0.961333333333333,0.892666666666667,0.552333333333333,0.923,0.625,0.522333333333333
Plate3_A2,0.779666666666667,0.887333333333333,0.708666666666667,0.973333333333333,0.984666666666667,0.652,0.521666666666667,0.714,0.929666666666667,0.538333333333333,0.920333333333333,0.897666666666667,0.422333333333333,0.877666666666667,0.743333333333333,0.653666666666667,0.933333333333333,0.604,0.901333333333333,0.563666666666667,0.953333333333333,0.922666666666667,0.839,0.941666666666667,0.7,0.918666666666667,0.748,0.814666666666667,0.740666666666667,0.528333333333333,0.930333333333333,0.681333333333333,0.889666666666667,0.821333333333333,0.775333333333333,0.616333333333333,0.928,0.6,0.685666666666667,0.493,0.665,0.953666666666667,0.507,0.627666666666667,0.536333333333333,0.959333333333333,0.536333333333333,0.538,0.592666666666667,0.529333333333333,0.665,0.625666666666667,0.486,0.853,0.733333333333333,0.748,0.949666666666667,0.943,0.749666666666667,0.931,0.902666666666667,0,0.498666666666667,0.656666666666667,0.872,0.426,0.928,0.597333333333333,0.860666666666667,0.918666666666667
Plate3_A3,0.757333333333333,0.880333333333333,0.711,0.975,0.989,0.645,0.570333333333333,0.668333333333333,0.926666666666667,0.548666666666667,0.924,0.878666666666667,0.496,0.868,0.726,0.592,0.945,0.551,0.895,0.541333333333333,0.947,0.926333333333333,0.811333333333333,0.950666666666667,0.703333333333333,0.941,0.680333333333333,0.842666666666667,0.782666666666667,0.557,0.897666666666667,0.672,0.846666666666667,0.786333333333333,0.753333333333333,0.668666666666667,0.858666666666667,0.631666666666667,0.675666666666667,0.543666666666667,0.577666666666667,0.953,0.458,0.6,0.58,0.965666666666667,0.489,0.559333333333333,0.607,0.521333333333333,0.676333333333333,0.570666666666667,0.524666666666667,0.847,0.729,0.740666666666667,0.945333333333333,0.936666666666667,0.752666666666667,0.932,0.913666666666667,0.498666666666667,0,0.656,0.867666666666667,0.525666666666667,0.927666666666667,0.598666666666667,0.843,0.891333333333333
Plate3_C1,0.788666666666667,0.677666666666667,0.744333333333333,0.964,0.986666666666667,0.721666666666667,0.691,0.695,0.927333333333333,0.7,0.894666666666667,0.884666666666667,0.633333333333333,0.835,0.754666666666667,0.712666666666667,0.933,0.726333333333333,0.902,0.687,0.949,0.928666666666667,0.816333333333333,0.948,0.739,0.923333333333333,0.784666666666667,0.844666666666667,0.72,0.686,0.918333333333333,0.712333333333333,0.885,0.853333333333333,0.792666666666667,0.787,0.912333333333333,0.692333333333333,0.709333333333333,0.719333333333333,0.750666666666667,0.955666666666667,0.650333333333333,0.705333333333333,0.694,0.960666666666667,0.659333333333333,0.683333333333333,0.659333333333333,0.676,0.737,0.711,0.696666666666667,0.83,0.797,0.780333333333333,0.946666666666667,0.933666666666667,0.724333333333333,0.924,0.914333333333333,0.656666666666667,0.656,0,0.916333333333333,0.669,0.930666666666667,0.706333333333333,0.869666666666667,0.909666666666667
Plate3_E2,0.946666666666667,0.935,0.920666666666667,0.983,0.991,0.895666666666667,0.841666666666667,0.91,0.971666666666667,0.878,0.97,0.967666666666667,0.853,0.966333333333333,0.905666666666667,0.890333333333333,0.955333333333333,0.852333333333333,0.958,0.870666666666667,0.974,0.963666666666667,0.958666666666667,0.967666666666667,0.884666666666667,0.960333333333333,0.877333333333333,0.936666666666667,0.904666666666667,0.871666666666667,0.977,0.908333333333333,0.96,0.901666666666667,0.867666666666667,0.75,0.977333333333333,0.913333333333333,0.895666666666667,0.883666666666667,0.839333333333333,0.977333333333333,0.854333333333333,0.891333333333333,0.897333333333333,0.984333333333333,0.845333333333333,0.890333333333333,0.863333333333333,0.858,0.833,0.846666666666667,0.889666666666667,0.854,0.900333333333333,0.895,0.954,0.965666666666667,0.883,0.975333333333333,0.961333333333333,0.872,0.867666666666667,0.916333333333333,0,0.894666666666667,0.979333333333333,0.862,0.947666666666667,0.978666666666667
Plate3_E3,0.753333333333333,0.903333333333333,0.709333333333333,0.968,0.981333333333333,0.624,0.493333333333333,0.693,0.916666666666667,0.475,0.916666666666667,0.891,0.449,0.874666666666667,0.746666666666667,0.592,0.942,0.570666666666667,0.910666666666667,0.506333333333333,0.956333333333333,0.921,0.83,0.944666666666667,0.699,0.937333333333333,0.759,0.819333333333333,0.731333333333333,0.493,0.928333333333333,0.677,0.890666666666667,0.754666666666667,0.773,0.616333333333333,0.926666666666667,0.634333333333333,0.688666666666667,0.49,0.665666666666667,0.947,0.459333333333333,0.599,0.500333333333333,0.948333333333333,0.499,0.496333333333333,0.629666666666667,0.556333333333333,0.672333333333333,0.627666666666667,0.399333333333333,0.853333333333333,0.735333333333333,0.752,0.951,0.929333333333333,0.743666666666667,0.931333333333333,0.892666666666667,0.426,0.525666666666667,0.669,0.894666666666667,0,0.919333333333333,0.650666666666667,0.873333333333333,0.915
Plate3_F1,0.869,0.965,0.877,0.646333333333333,0.923666666666667,0.905,0.891666666666667,0.859666666666667,0.584333333333333,0.927666666666667,0.667,0.694333333333333,0.914666666666667,0.706,0.918,0.899333333333333,0.725,0.909,0.604,0.918,0.959333333333333,0.554333333333333,0.682333333333333,0.584,0.957333333333333,0.986333333333333,0.891333333333333,0.929,0.917666666666667,0.905333333333333,0.490333333333333,0.849333333333333,0.631666666666667,0.928,0.852666666666667,0.932333333333333,0.601666666666667,0.911333333333333,0.924,0.926,0.911333333333333,0.503666666666667,0.915333333333333,0.865666666666667,0.912666666666667,0.541333333333333,0.915333333333333,0.935333333333333,0.906,0.911666666666667,0.911333333333333,0.878666666666667,0.927666666666667,0.939,0.84,0.846333333333333,0.498,0.658333333333333,0.962333333333333,0.458,0.552333333333333,0.928,0.927666666666667,0.930666666666667,0.979333333333333,0.919333333333333,0,0.931666666666667,0.657333333333333,0.481333333333333
Plate3_G2,0.786666666666667,0.873666666666667,0.735,0.962666666666667,0.968333333333333,0.747666666666667,0.676333333333333,0.720333333333333,0.917666666666667,0.630333333333333,0.916666666666667,0.880666666666667,0.529,0.844333333333333,0.693333333333333,0.622666666666667,0.905666666666667,0.691,0.892333333333333,0.646666666666667,0.925666666666667,0.917333333333333,0.826,0.919666666666667,0.810333333333333,0.901,0.749,0.811333333333333,0.794333333333333,0.647333333333333,0.923666666666667,0.695333333333333,0.873333333333333,0.757333333333333,0.793666666666667,0.786666666666667,0.907666666666667,0.612333333333333,0.759666666666667,0.688,0.685333333333333,0.945,0.585666666666667,0.679,0.642,0.953333333333333,0.612,0.649666666666667,0.606,0.650666666666667,0.717666666666667,0.684333333333333,0.666333333333333,0.793333333333333,0.821,0.789666666666667,0.947,0.928666666666667,0.836,0.92,0.923,0.597333333333333,0.598666666666667,0.706333333333333,0.862,0.650666666666667,0.931666666666667,0,0.877,0.911666666666667
Plate3_G4,0.813333333333333,0.929333333333333,0.811333333333333,0.808,0.928333333333333,0.86,0.848333333333333,0.749333333333333,0.733333333333333,0.834333333333333,0.654,0.605333333333333,0.845,0.51,0.861333333333333,0.818333333333333,0.837,0.806,0.56,0.823666666666667,0.947,0.711666666666667,0.448333333333333,0.776333333333333,0.915,0.980333333333333,0.778,0.885333333333333,0.869666666666667,0.845333333333333,0.59,0.750666666666667,0.668,0.868,0.72,0.890333333333333,0.599,0.838333333333333,0.880666666666667,0.884333333333333,0.82,0.753,0.835333333333333,0.770666666666667,0.866666666666667,0.757333333333333,0.807,0.879333333333333,0.805,0.804,0.789333333333333,0.797,0.888333333333333,0.851333333333333,0.747,0.762666666666667,0.640333333333333,0.729333333333333,0.915666666666667,0.661333333333333,0.625,0.860666666666667,0.843,0.869666666666667,0.947666666666667,0.873333333333333,0.657333333333333,0.877,0,0.596333333333333
Plate3_H2,0.862666666666667,0.962666666666667,0.873,0.647,0.915666666666667,0.908333333333333,0.905666666666667,0.818666666666667,0.587333333333333,0.882,0.661666666666667,0.608333333333333,0.900666666666667,0.655333333333333,0.898,0.871666666666667,0.744333333333333,0.869666666666667,0.645333333333333,0.878666666666667,0.962,0.571,0.631333333333333,0.588,0.95,0.985,0.854,0.920666666666667,0.926333333333333,0.9,0.426333333333333,0.830666666666667,0.553666666666667,0.891333333333333,0.833,0.921,0.504,0.891666666666667,0.921333333333333,0.931,0.868333333333333,0.526,0.889666666666667,0.828,0.918333333333333,0.541333333333333,0.882,0.917666666666667,0.893,0.885666666666667,0.902,0.858333333333333,0.924666666666667,0.916666666666667,0.847,0.853333333333333,0.557,0.648666666666667,0.950666666666667,0.518,0.522333333333333,0.918666666666667,0.891333333333333,0.909666666666667,0.978666666666667,0.915,0.481333333333333,0.911666666666667,0.596333333333333,0
