DADA2_Header,Plate,Well,Row,Column,Sample,Soil,Genotype,Plot,Fraction,Phosphate,Pot,Depth,LDepth,CAP1,CAP2,CAP3,MDS1,MDS2,MDS3
Plate1F8,Plate1,F8,F,8,L54,high-6,phf1,Plot18,Shoot,high,Pot54,52383,10.8663373901902,-0.83550579284338,-0.00290292071533319,0.672629958379309,-0.0876194219765672,-0.21086066658697,-0.643829394569555
Plate3E4,Plate3,E4,E,4,L56,low+Pi-2,Col-0,Plot4,Shoot,low+Pi,Pot56,508063,13.1383607346193,-0.0103180177681195,2.75813428381506,0.0324315460464779,-0.994180736647523,-0.92291875441642,-0.395301020009639
Plate2F1,Plate2,F1,F,1,L57,low+Pi-3,Col-0,Plot7,Shoot,low+Pi,Pot57,90034,11.4079426557501,-1.35664220091946,0.0328473366261605,-0.830687726695763,0.798907069527216,0.632939548900645,0.788184317850514
Plate2A6,Plate2,A6,A,6,L58,low+Pi-4,Col-0,Plot10,Shoot,low+Pi,Pot58,53579,10.888912479244,-1.39089830285247,0.891753211177133,-1.02768153579775,-0.159738914684771,0.385167330432173,-0.968415112643355
Plate3A5,Plate3,A5,A,5,L59,low+Pi-5,Col-0,Plot13,Shoot,low+Pi,Pot59,126587,11.7486850977957,-0.857521761495253,1.76219389099374,-0.140802073188725,-0.929972875191021,-0.0117522701268604,-0.49435120064584
Plate2C8,Plate2,C8,C,8,L60,low+Pi-6,Col-0,Plot16,Shoot,low+Pi,Pot60,61879,11.0329361442461,-1.39414848796587,0.362600921629077,-0.169964044755455,0.333848630960607,0.382817492766139,-0.541471119461703
Plate2A5,Plate2,A5,A,5,L64,low+Pi-4,phr1/phl1,Plot10,Shoot,low+Pi,Pot64,173196,12.0621791801556,0.661538439695014,2.83893177328107,0.105513081873281,-0.0533179556111942,-1.71156971619124,0.320717602370819
Plate1H9,Plate1,H9,H,9,L65,low+Pi-5,phr1/phl1,Plot13,Shoot,low+Pi,Pot65,42151,10.649013687941,1.73118266924462,1.84564326041497,-0.569059966760728,-0.864021206706235,-1.529507579487,0.285913559071877
Plate1G10,Plate1,G10,G,10,L66,low+Pi-6,phr1/phl1,Plot16,Shoot,low+Pi,Pot66,43305,10.6760233807651,1.3180888296613,1.75346859179329,-0.889207523882548,-0.83620752750885,0.819337169880073,1.40119825416899
Plate2C7,Plate2,C7,C,7,L69,low+Pi-3,phf1,Plot7,Shoot,low+Pi,Pot69,139493,11.8457696997731,-0.235882186970803,1.72506329661931,1.5501664814904,-0.449223229871448,1.16413686022851,-0.48179620189432
Plate2B10,Plate2,B10,B,10,L71,low+Pi-5,phf1,Plot13,Shoot,low+Pi,Pot71,49998,10.8197382836103,-1.24847199738372,0.243059632087651,0.980341068794938,1.37937679352123,0.423219392125149,0.0289065062567638
Plate3E1,Plate3,E1,E,1,L72,low+Pi-6,phf1,Plot16,Shoot,low+Pi,Pot72,45920,10.7346560309934,-1.48068309324725,0.0816936952684344,0.799741080254853,1.77452995221199,0.368130525888827,0.0564144149358987
