Gene,pvalue,padj,Significance,Cluster,PSR_Regulon
AT5G39785,0.675743693093989,0.999995666799147,NoSignificant,NoSignificant,No
AT5G39790,0.83763352958678,0.999995666799147,NoSignificant,NoSignificant,No
AT5G39800,0.517073299591823,0.999995666799147,NoSignificant,NoSignificant,No
AT5G39830,0.792307216689334,0.999995666799147,NoSignificant,NoSignificant,No
AT5G39840,0.683292851744968,0.999995666799147,NoSignificant,NoSignificant,No
AT5G39850,0.856681535129997,0.999995666799147,NoSignificant,NoSignificant,No
AT5G39865,0.79099295325922,0.999995666799147,NoSignificant,NoSignificant,No
AT5G39890,0.872519858214594,0.999995666799147,NoSignificant,NoSignificant,No
AT5G39900,0.654362717693259,0.999995666799147,NoSignificant,NoSignificant,No
AT5G39940,0.76951217614946,0.999995666799147,NoSignificant,NoSignificant,No
AT5G39950,0.518927678029222,0.999995666799147,NoSignificant,NoSignificant,No
AT5G39960,0.260568001541922,0.999995666799147,NoSignificant,NoSignificant,No
AT5G39970,0.993666886001472,0.999995666799147,NoSignificant,NoSignificant,No
AT5G39980,0.803172576878298,0.999995666799147,NoSignificant,NoSignificant,No
AT5G39990,0.63704897764379,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40000,0.642757043829553,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40020,0.699791913465945,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40030,0.987258577043031,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40080,0.706553515872859,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40090,0.733991530612013,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40100,0.503711256099714,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40140,0.390079790295302,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40150,0.554843221067008,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40160,0.900435174094858,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40170,0.677619089103735,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40190,0.828463999828888,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40200,0.360294470470569,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40210,0.854465265467725,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40230,0.447870839061685,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40240,0.540406137424956,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40250,0.419264446094172,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40270,0.993766892053494,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40280,0.849839831536609,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40300,0.809447396102215,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40330,0.612394026542137,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40340,0.770892732479793,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40370,0.393613709373476,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40400,0.408659018672341,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40405,0.823168645435757,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40440,0.447098562291282,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40450,0.384849127201749,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40460,0.928569405886372,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40470,0.757520924090449,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40480,0.244522144896598,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40490,0.420467979283269,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40500,0.816712646944718,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40510,0.159272734666165,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40520,0.803532779201907,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40530,0.853177464026333,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40540,0.478327264076256,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40550,0.548899842737756,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40570,0.87110935180429,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40580,0.769941780978219,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40590,0.235380072869483,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40600,0.982206020891292,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40610,0.195605796441366,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40630,0.926631520404775,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40640,0.725713208716427,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40650,0.988406066540457,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40660,0.301733684940277,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40670,0.900319321956281,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40700,0.653230711535851,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40710,0.905453805667655,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40720,0.731295719015881,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40730,0.877308981342089,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40740,0.343204671719805,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40760,0.967116804539708,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40770,0.870806494978404,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40780,0.225733060196967,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40800,0.942713579659482,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40810,0.698433252652357,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40820,0.614339761940051,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40830,0.761745107321683,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40840,0.722649488409265,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40850,0.609098854453656,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40870,0.736337570522408,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40880,0.23007028380433,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40890,0.380949184003327,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40910,0.23276724003433,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40930,0.706753532638452,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40950,0.916408592003953,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40960,0.52795469354949,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40970,0.852591514784608,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40980,0.473563415853678,0.999995666799147,NoSignificant,NoSignificant,No
AT5G40990,0.728002261390471,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41000,0.613842474659827,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41010,0.433474476048339,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41020,0.787455190960254,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41040,0.791866986267716,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41060,0.828674305203016,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41070,0.88750973964677,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41080,0.319219543010812,0.999995666799147,NoSignificant,NoSignificant,Yes
AT5G41100,0.509609720087939,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41110,0.465766780310146,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41120,0.672178844929021,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41130,0.982293706462629,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41140,0.260471958223531,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41150,0.985115280078531,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41160,0.946055532406678,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41170,0.998195663312146,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41180,0.770277020765021,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41190,0.396744228825661,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41210,0.640327863682279,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41220,0.719742781067594,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41240,0.790028582002839,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41260,0.203707470113557,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41270,0.26198047052738,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41280,0.858058969281511,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41290,0.682832440968537,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41300,0.774891466477013,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41315,0.481061969914327,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41330,0.962249130162132,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41340,0.402352994412695,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41350,0.602285517872677,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41360,0.293588928121585,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41370,0.677245577806288,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41400,0.774981005623674,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41470,0.99712142983766,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41480,0.65326652401403,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41520,0.697577105689326,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41540,0.687899499717846,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41550,0.794094263768266,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41560,0.946207505222594,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41570,0.952514237859571,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41580,0.224562818773641,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41600,0.523602665598624,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41620,0.69624403062441,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41670,0.183335355697697,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41685,0.978282259209487,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41690,0.631144414211547,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41700,0.478914626474929,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41740,0.853033874193803,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41760,0.955886442902125,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41770,0.434892993031889,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41790,0.80221897706829,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41800,0.722964827160645,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41810,0.207629067611383,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41850,0.629290615448819,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41860,0.784735435207004,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41870,0.324913746755702,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41880,0.788991827183139,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41910,0.777506987752496,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41920,0.881167403123817,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41940,0.730655942133259,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41950,0.947597310625305,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41960,0.963171991273359,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41970,0.615989996917823,0.999995666799147,NoSignificant,NoSignificant,No
AT5G41980,0.954119420014419,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42000,0.710517052423917,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42030,0.706288971889062,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42050,0.834041804001469,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42060,0.504049708655028,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42080,0.953354137296026,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42090,0.795269266795053,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42100,0.394746284124468,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42110,0.926828280733244,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42130,0.884009875534045,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42140,0.828932896229853,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42146,0.667133167831867,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42180,0.0922431029500619,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42190,0.681330305813047,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42210,0.461213676440716,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42220,0.89444304345381,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42240,0.65100345916449,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42250,0.63620998878806,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42270,0.668228111769023,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42280,0.90074305615651,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42300,0.855175771997163,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42310,0.676030581014568,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42320,0.363533365906513,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42330,0.489577428159205,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42350,0.853713981161949,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42360,0.127071954203844,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42370,0.838538841196035,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42380,0.897522139561965,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42390,0.730186873709598,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42400,0.669666503648384,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42420,0.996041449439676,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42440,0.860227430701825,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42450,0.863167947785437,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42460,0.572143323552311,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42470,0.792419993102106,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42480,0.303019277957495,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42510,0.559655069466895,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42520,0.74962081375061,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42530,0.508259524792461,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42540,0.557232926402084,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42560,0.874023415487531,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42570,0.331541619131853,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42580,0.0953462735080582,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42590,0.146934779879454,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42610,0.632113429748498,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42620,0.835217091662018,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42630,0.886139928082935,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42650,0.28698062234493,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42660,0.816623508935805,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42670,0.386398341252823,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42680,0.931574440428155,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42690,0.8257555094982,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42710,0.801441438414094,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42720,0.305369958011014,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42740,0.622712236660117,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42750,0.934320202702839,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42760,0.683477064695581,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42765,0.912931978870055,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42770,0.87580738785661,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42780,0.705039136882378,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42790,0.383315346634406,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42810,0.334053431804041,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42820,0.521078184175996,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42825,0.51268002701965,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42830,0.580935698587037,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42850,0.991580297724027,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42860,0.777793066071504,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42870,0.259811937684631,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42880,0.108546016960524,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42890,0.734401251596136,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42900,0.316056699903477,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42920,0.93184709701739,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42930,0.261138011965889,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42940,0.400715337364236,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42950,0.777410894033293,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42960,0.672888298976322,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42970,0.94543024920018,0.999995666799147,NoSignificant,NoSignificant,No
AT5G42990,0.162787790832513,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43010,0.293818525034959,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43020,0.809461296704424,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43030,0.991932092929916,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43040,0.502503023938342,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43050,0.756126881831749,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43060,0.200242354103802,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43070,0.25028654623661,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43080,0.741907447961987,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43100,0.781488220510147,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43120,0.99153165891321,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43130,0.8785105683605,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43140,0.899442932049113,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43150,0.770153236233959,0.999995666799147,NoSignificant,NoSignificant,Yes
AT5G43160,0.828504871204629,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43170,0.546439142213619,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43180,0.540558214809286,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43190,0.418880796871556,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43210,0.736712026695142,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43260,0.727969483870914,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43270,0.901011621836234,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43280,0.717581033402085,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43310,0.248458101178662,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43320,0.332935587427165,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43380,0.669359220150048,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43420,0.34731363519429,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43430,0.647059447550141,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43440,0.744206985096397,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43460,0.533371410458206,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43470,0.130147591511294,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43520,0.700978276434268,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43530,0.381429954232682,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43540,0.369291766016402,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43560,0.763923432549941,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43600,0.25534018555092,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43620,0.691682935592215,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43670,0.787675045613186,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43680,0.791682844600312,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43690,0.807776151600403,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43700,0.316684080485633,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43710,0.738742982997441,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43720,0.468908720687419,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43730,0.551690844356897,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43745,0.148990036294336,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43750,0.493152082061071,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43760,0.971811995028244,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43780,0.196411063593336,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43790,0.964967801703652,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43810,0.277059220108378,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43822,0.765571195575252,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43830,0.732465105419184,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43850,0.999418371558735,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43860,0.459442273228199,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43870,0.924543117689963,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43900,0.993043056627415,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43910,0.861850070561914,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43920,0.112061679202949,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43930,0.839984323686087,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43940,0.702206634150661,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43950,0.705231050037487,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43960,0.340546691940053,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43970,0.661133870216123,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43980,0.804420668300782,0.999995666799147,NoSignificant,NoSignificant,No
AT5G43990,0.58859696487306,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44000,0.3113056638377,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44005,0.199851432513499,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44010,0.778040272760774,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44020,0.333227607562789,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44030,0.545619469017954,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44040,0.849942958962917,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44050,0.814784506374531,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44060,0.102829563035536,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44070,0.644702111768243,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44080,0.71546780865353,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44090,0.374590886068184,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44100,0.928279510256483,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44150,0.978471383260876,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44160,0.382846356821595,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44170,0.212483676741154,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44180,0.706317574671037,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44190,0.336620813667235,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44200,0.555714849848079,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44230,0.863240454267331,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44240,0.449199456477257,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44250,0.228966989006494,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44260,0.680532914266442,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44280,0.593549005341533,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44290,0.312457216783589,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44320,0.818398720601265,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44340,0.949239308918559,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44350,0.745999456748174,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44370,0.989730154125172,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44400,0.134502408340871,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44410,0.157095149379317,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44430,0.736603449656483,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44450,0.949189100122289,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44460,0.897581893542372,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44500,0.541612359120561,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44510,0.287613134966875,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44520,0.760679858455997,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44530,0.714725992978077,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44550,0.790935275373301,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44560,0.930271298778632,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44565,0.997181542934379,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44572,0.368832183534362,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44578,0.997566291447623,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44580,0.209444905151095,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44582,0.302137080264987,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44585,0.503371221937508,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44600,0.845444043091606,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44635,0.665695977763953,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44650,0.759196884651359,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44660,0.248962126716068,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44680,0.72800133771076,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44700,0.614881965144265,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44710,0.380601781115429,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44730,0.220132582654453,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44740,0.969347507007233,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44750,0.538833213468716,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44785,0.718914121652632,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44790,0.432302459512437,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44800,0.784818238806112,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44820,0.330174989870702,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44860,0.334233190108686,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44870,0.93548839464168,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44910,0.839862397755019,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44930,0.736840428362629,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44980,0.986399500559022,0.999995666799147,NoSignificant,NoSignificant,No
AT5G44990,0.575186101963187,0.999995666799147,NoSignificant,NoSignificant,No
AT5G45000,0.737439995019104,0.999995666799147,NoSignificant,NoSignificant,No
AT5G45010,0.488343350697739,0.999995666799147,NoSignificant,NoSignificant,No
AT5G45020,0.519095911494678,0.999995666799147,NoSignificant,NoSignificant,No
AT5G45030,0.605625121757922,0.999995666799147,NoSignificant,NoSignificant,No
AT5G45040,0.722696076243389,0.999995666799147,NoSignificant,NoSignificant,No
